Collocations analysis for "Manuskrypt Wojnicza" by Unknown

 occurs in 190 collocations
H(O|A)E8G occurs in 1 collocations
OAIR occurs in 3 collocations
TPZCG occurs in 5 collocations
HAIROOR occurs in 1 collocations
AM8G occurs in 2 collocations
G4ODAM occurs in 1 collocations
DZCA8AR occurs in 1 collocations
8TCOHCO2 occurs in 1 collocations
SC8AN occurs in 1 collocations
AKAL occurs in 1 collocations
OAE occurs in 3 collocations
GORAM occurs in 1 collocations
2ORG occurs in 1 collocations
GDARSG occurs in 1 collocations
OPAIRAK occurs in 1 collocations
|)2(| occurs in 2 collocations
8TOE occurs in 17 collocations
GHSG occurs in 3 collocations
OHCAR occurs in 4 collocations
HO8DG occurs in 1 collocations
8OCOCAR occurs in 1 collocations
2ADAM occurs in 1 collocations
88OR occurs in 1 collocations
HARAR occurs in 1 collocations
TDZ8G occurs in 12 collocations
GSCODZG occurs in 1 collocations
SCCO2 occurs in 1 collocations
TFZOE occurs in 1 collocations
TOH occurs in 3 collocations
TCOE( occurs in 1 collocations
OH(O|A)R occurs in 1 collocations
DCOR occurs in 7 collocations
PT_8G occurs in 1 collocations
ORTO occurs in 1 collocations
POEHCSOE occurs in 1 collocations
2ODZG occurs in 1 collocations
GDC8DZG occurs in 1 collocations
AEDCCAR occurs in 1 collocations
PZOR occurs in 6 collocations
OPTO8 occurs in 1 collocations
OEDCC8G occurs in 39 collocations
PTOK occurs in 1 collocations
FGAG2 occurs in 1 collocations
8AEDCCCG occurs in 1 collocations
4ODCCAK occurs in 1 collocations
TCO8G occurs in 66 collocations
4O8AIR occurs in 3 collocations
4OFAIR occurs in 2 collocations
TDZAE occurs in 7 collocations
OHO8G occurs in 9 collocations
EOTC8G occurs in 1 collocations
TC8OE occurs in 4 collocations
OHTAE occurs in 2 collocations
AE8G occurs in 12 collocations
GHCO8AM occurs in 1 collocations
R(O|A)IRG occurs in 1 collocations
8CAM occurs in 1 collocations
AEDAE occurs in 1 collocations
HC(|C)O8A(M|N) occurs in 1 collocations
AHCC8G occurs in 1 collocations
DA8AK occurs in 1 collocations
|)O2 occurs in 1 collocations
(P|F)AR occurs in 1 collocations
ODAEAE occurs in 3 collocations
ODAES8G occurs in 1 collocations
O(P|0)AM occurs in 1 collocations
4OPTC2 occurs in 1 collocations
GTOPOR8K occurs in 1 collocations
4OEDCCCG occurs in 1 collocations
AEOAE occurs in 1 collocations
OHC8AR occurs in 7 collocations
HS8OE occurs in 1 collocations
OETE occurs in 1 collocations
EDCTC2 occurs in 1 collocations
GHT8AK occurs in 1 collocations
4OH8 occurs in 1 collocations
HTAR occurs in 5 collocations
SOCOR occurs in 1 collocations
T(C|H)O8G occurs in 1 collocations
RORAM occurs in 1 collocations
CCCG occurs in 1 collocations
PAE occurs in 3 collocations
HZCOE occurs in 9 collocations
8AEAK occurs in 5 collocations
DCSO8G occurs in 1 collocations
4ODZOE occurs in 7 collocations
4OPAR occurs in 5 collocations
2ODOE occurs in 1 collocations
GHCTCOE occurs in 1 collocations
GTCO8AM occurs in 1 collocations
EPTAE occurs in 1 collocations
OTCC2 occurs in 1 collocations
EDE occurs in 7 collocations
8AEK occurs in 2 collocations
HC8AE occurs in 1 collocations
8OR occurs in 46 collocations
HZOTG occurs in 1 collocations
RA occurs in 2 collocations
RSCG occurs in 2 collocations
CPAM occurs in 2 collocations
FARG occurs in 1 collocations
OCCCO2 occurs in 2 collocations
OEDCCCG occurs in 6 collocations
OCO occurs in 1 collocations
4ODORAE occurs in 1 collocations
YAR occurs in 1 collocations
O8TCC2 occurs in 1 collocations
T(|C)H(Z|)A(M|N) occurs in 1 collocations
4O8TG occurs in 2 collocations
GSOA(M|N) occurs in 1 collocations
T8AE occurs in 18 collocations
HOTOE occurs in 1 collocations
POEDG occurs in 1 collocations
(O|)PZC(|C)G occurs in 1 collocations
OFTCC occurs in 1 collocations
TCDOE occurs in 1 collocations
HCOAR occurs in 1 collocations
DCOR8AM occurs in 1 collocations
TO8O occurs in 1 collocations
ODCCAK occurs in 1 collocations
HSCCOR occurs in 1 collocations
2AEF occurs in 1 collocations
TCOAE occurs in 3 collocations
ESC8 occurs in 4 collocations
8HTAL occurs in 1 collocations
2OEOE occurs in 1 collocations
4OSC8G occurs in 2 collocations
GHAR occurs in 22 collocations
GHORG8 occurs in 1 collocations
8GHTG occurs in 2 collocations
SCOHTC8G occurs in 1 collocations
PTFZ8G occurs in 1 collocations
8ETG occurs in 1 collocations
OP(A|O)RAM occurs in 1 collocations
S(C|R)OE occurs in 1 collocations
TODTG occurs in 15 collocations
AROR occurs in 8 collocations
HARTOR occurs in 1 collocations
4A(|I)M occurs in 1 collocations
2OEDA(M|N) occurs in 1 collocations
OETO8 occurs in 1 collocations
DOSCH occurs in 1 collocations
00(|0) occurs in 1 collocations
EDARTC2 occurs in 1 collocations
T8AM occurs in 15 collocations
OHCOR occurs in 9 collocations
DZO8 occurs in 1 collocations
8AE occurs in 179 collocations
TCPOE occurs in 1 collocations
RAM occurs in 91 collocations
4OHC8AR occurs in 2 collocations
GSCCOAM occurs in 1 collocations
TODTO8AM occurs in 1 collocations
HZO8AE occurs in 1 collocations
OHAIEG occurs in 1 collocations
TCFOEG occurs in 1 collocations
PSCAE8G occurs in 1 collocations
OPADAK occurs in 1 collocations
0HTOE occurs in 1 collocations
TOHTOR occurs in 1 collocations
CHAM occurs in 1 collocations
SCO8AM occurs in 3 collocations
8DC8G occurs in 2 collocations
ODCCOR occurs in 8 collocations
OPTC8AM occurs in 4 collocations
HOEHT8G occurs in 1 collocations
RTCK occurs in 1 collocations
TCODG occurs in 8 collocations
TOPTG occurs in 3 collocations
ODCC8G( occurs in 1 collocations
SA8G occurs in 2 collocations
DO8G occurs in 7 collocations
TO2TG occurs in 1 collocations
SCCP occurs in 1 collocations
ARO8EG occurs in 1 collocations
SDCCO occurs in 2 collocations
O8R occurs in 1 collocations
TO2 occurs in 25 collocations
2AEG occurs in 3 collocations
4ODA8G occurs in 1 collocations
4O(D|H)CCG occurs in 1 collocations
(E|O)DCCTCG occurs in 1 collocations
TDAN occurs in 2 collocations
OEDCOE occurs in 5 collocations
ARAIRAEG occurs in 1 collocations
ODA0 occurs in 1 collocations
|)AIHA(M|N) occurs in 1 collocations
EDSO occurs in 1 collocations
ODA occurs in 3 collocations
POCCAR occurs in 1 collocations
SC2CDG occurs in 1 collocations
FOTCG occurs in 1 collocations
82 occurs in 1 collocations
4OHCG occurs in 24 collocations
DC8AE(CC|T)G occurs in 1 collocations
GTCO8G occurs in 1 collocations
D(T|S)CO occurs in 1 collocations
TC8GE occurs in 2 collocations
OHTCOEG occurs in 1 collocations
HTODG occurs in 2 collocations
4O(|I)M occurs in 2 collocations
PTOROR occurs in 1 collocations
4ODCCAE occurs in 2 collocations
ODCODZCG occurs in 1 collocations
FCC8EG occurs in 1 collocations
T82 occurs in 1 collocations
8DZG occurs in 2 collocations
POAE occurs in 1 collocations
TA occurs in 2 collocations
AROHCCG occurs in 1 collocations
PTOHZG occurs in 3 collocations
GFTC8G occurs in 1 collocations
ODA(N|M) occurs in 3 collocations
TCOD occurs in 1 collocations
| occurs in 2 collocations
TODAE occurs in 6 collocations
0O8GTCG occurs in 1 collocations
GDOEAM occurs in 1 collocations
8CCAK occurs in 1 collocations
GDO occurs in 1 collocations
4OE2OR occurs in 1 collocations
O4O occurs in 1 collocations
DCCGORAK occurs in 1 collocations
PTCC8G occurs in 1 collocations
000CCG occurs in 1 collocations
4OPOR occurs in 4 collocations
GOEDOR occurs in 1 collocations
OROE occurs in 10 collocations
FTC( occurs in 1 collocations
TDTCAL occurs in 1 collocations
OAIIR occurs in 2 collocations
SOHZOE occurs in 1 collocations
DZAM occurs in 4 collocations
HZCOHAE occurs in 1 collocations
4OHCC2G occurs in 2 collocations
CHCG occurs in 1 collocations
8OE8AM occurs in 1 collocations
2OEDAK occurs in 1 collocations
4OHZCO8G occurs in 1 collocations
DO(CC2|AR) occurs in 1 collocations
GDZCO8G occurs in 1 collocations
HCTC8G occurs in 2 collocations
OCCAR occurs in 2 collocations
4ODAIL occurs in 1 collocations
ARAROG occurs in 1 collocations
4ODCTCG occurs in 1 collocations
PSC2G occurs in 1 collocations
OTCC8G occurs in 1 collocations
TOEHAK occurs in 1 collocations
8AI(R|2)N occurs in 1 collocations
SCC(C|)DG occurs in 1 collocations
EA(M|N) occurs in 2 collocations
2TCAM occurs in 2 collocations
SODAEOE occurs in 1 collocations
AE2G occurs in 1 collocations
TCGDAR occurs in 1 collocations
ODCAG occurs in 1 collocations
OFTC8AM occurs in 1 collocations
EDTO occurs in 1 collocations
HS8G occurs in 5 collocations
4OPTAM occurs in 1 collocations
PO occurs in 1 collocations
DZC(G occurs in 1 collocations
SHZAE occurs in 1 collocations
OHSOE occurs in 2 collocations
ORCCG occurs in 1 collocations
O8CCG occurs in 3 collocations
CO8G occurs in 1 collocations
DAI2AR occurs in 1 collocations
A0P occurs in 1 collocations
ECC8AM occurs in 1 collocations
GDCG occurs in 3 collocations
TCCC2 occurs in 1 collocations
OH(|A)C(CC|)G occurs in 1 collocations
TAE occurs in 43 collocations
TCO8OR occurs in 2 collocations
OCC2 occurs in 7 collocations
ODC8AE occurs in 5 collocations
4ODCCCG occurs in 25 collocations
8C8G occurs in 2 collocations
)4ODAM occurs in 1 collocations
TO2AR occurs in 1 collocations
DCCO8AM occurs in 1 collocations
SAEG occurs in 1 collocations
4ODZCO2 occurs in 1 collocations
ODCCAR occurs in 3 collocations
ODCOEG occurs in 2 collocations
AEG occurs in 16 collocations
GDTCOR occurs in 3 collocations
PTARA2G occurs in 1 collocations
4ODT(A|O)E occurs in 1 collocations
OD8G occurs in 2 collocations
SCTG occurs in 2 collocations
OHZAIR occurs in 1 collocations
SOFAK occurs in 1 collocations
GDAEG occurs in 3 collocations
4ODS occurs in 1 collocations
TEAR occurs in 2 collocations
ADARAR occurs in 1 collocations
HZO8AK occurs in 1 collocations
4OF occurs in 1 collocations
4OTAR occurs in 1 collocations
OHCCTG occurs in 1 collocations
|)SC8G occurs in 2 collocations
FTCO occurs in 1 collocations
ETCAR occurs in 1 collocations
OEDG occurs in 16 collocations
4ODC8AR occurs in 8 collocations
AEDCCG occurs in 2 collocations
TODAR occurs in 7 collocations
EDCCOAR occurs in 1 collocations
GTCCOE occurs in 1 collocations
8GDCG occurs in 1 collocations
ODTG occurs in 29 collocations
8A(R|)M occurs in 1 collocations
OPANR occurs in 1 collocations
TO)DAEG occurs in 1 collocations
O4OHAM occurs in 1 collocations
8GDCC8G occurs in 2 collocations
OTCO2 occurs in 1 collocations
8ETC8G occurs in 1 collocations
4ODO2 occurs in 1 collocations
8AR occurs in 205 collocations
OEHCCG occurs in 1 collocations
IL occurs in 1 collocations
TCDAE occurs in 8 collocations
POEAET8G occurs in 1 collocations
ODGHAR occurs in 1 collocations
8AETO8OE8G occurs in 1 collocations
OHC2 occurs in 2 collocations
TCO8AK occurs in 1 collocations
ARADAM occurs in 1 collocations
ORSCOE8G occurs in 1 collocations
4ODAIG occurs in 1 collocations
8TO8 occurs in 1 collocations
TDOG occurs in 1 collocations
OEOE occurs in 18 collocations
TODTOR occurs in 1 collocations
OEHG occurs in 1 collocations
8TDZG occurs in 2 collocations
S8G occurs in 45 collocations
HZ2CC2 occurs in 1 collocations
ODAETC8G occurs in 2 collocations
2DG occurs in 1 collocations
HZO occurs in 18 collocations
SYAK occurs in 1 collocations
HCO occurs in 4 collocations
TCDC8G occurs in 3 collocations
OHA( occurs in 1 collocations
4ODIIR occurs in 1 collocations
OEOCC8G occurs in 1 collocations
G4OR occurs in 1 collocations
4OD(CC|A)8O8G occurs in 1 collocations
OHCC(K|CE) occurs in 1 collocations
ORAMG occurs in 1 collocations
TODAIR occurs in 1 collocations
4OHTG occurs in 55 collocations
4O8AIK occurs in 1 collocations
4HAR occurs in 1 collocations
2CCG occurs in 1 collocations
HTO2O2 occurs in 1 collocations
OPTAEG occurs in 1 collocations
HZAN occurs in 4 collocations
4O8AN occurs in 2 collocations
SOPZ(C|)G occurs in 1 collocations
THAR occurs in 3 collocations
ODAN occurs in 29 collocations
TC8EG occurs in 1 collocations
OPAIIRAE occurs in 1 collocations
S000 occurs in 1 collocations
AEOR occurs in 5 collocations
2ODCCG occurs in 2 collocations
PTCOPZG occurs in 1 collocations
SODAIR occurs in 1 collocations
HZOARG occurs in 1 collocations
4OCOE occurs in 3 collocations
T8CCG occurs in 1 collocations
(2AM occurs in 1 collocations
G8ARAISG occurs in 1 collocations
ODT8AR occurs in 2 collocations
HT occurs in 1 collocations
4OSTCO8G occurs in 1 collocations
OH0G occurs in 1 collocations
A8TCG occurs in 1 collocations
|)O(R|2) occurs in 1 collocations
TOP8AN occurs in 1 collocations
8OE8 occurs in 2 collocations
HZ8AN occurs in 1 collocations
OHAIR occurs in 18 collocations
GDO8AM occurs in 1 collocations
O2E occurs in 1 collocations
8ARTOR occurs in 1 collocations
8GHORG occurs in 1 collocations
OHS8G occurs in 3 collocations
TCDZC8 occurs in 1 collocations
O8AIIK occurs in 1 collocations
2OEG occurs in 2 collocations
OPTC88E occurs in 1 collocations
4OHCCG occurs in 32 collocations
POSCO2 occurs in 1 collocations
DZOE8G occurs in 1 collocations
RT2G occurs in 1 collocations
OHTCOTG occurs in 1 collocations
HAEAK occurs in 1 collocations
AEOE2 occurs in 2 collocations
OEAEG occurs in 1 collocations
EOK occurs in 2 collocations
T2GDZOE occurs in 1 collocations
OE2AR occurs in 1 collocations
TOHCOE occurs in 3 collocations
SAPTC8G occurs in 1 collocations
OHCTSG occurs in 1 collocations
4ODTC8 occurs in 1 collocations
TOSG occurs in 3 collocations
HOR occurs in 18 collocations
HZOOR occurs in 1 collocations
OHOEG occurs in 3 collocations
CCDAN occurs in 1 collocations
ODAIRO occurs in 1 collocations
OAE8AR occurs in 1 collocations
OEHAR occurs in 1 collocations
AMA00 occurs in 1 collocations
8G8AN occurs in 1 collocations
2OA(M|N) occurs in 1 collocations
(|E)DCCO8G occurs in 1 collocations
4OCC2 occurs in 1 collocations
GD(|0)C(C|)OE occurs in 1 collocations
SOG occurs in 6 collocations
OEDCCOE8G occurs in 1 collocations
4OHTC8AR occurs in 1 collocations
8CO8G occurs in 1 collocations
CCCGE occurs in 1 collocations
4OAIR occurs in 4 collocations
TT8G occurs in 1 collocations
DZAE occurs in 3 collocations
PT(C|)O8TG occurs in 1 collocations
ESE occurs in 1 collocations
HCO8AE occurs in 2 collocations
TCDCO8G occurs in 1 collocations
TDOE occurs in 4 collocations
ANRG occurs in 1 collocations
TCCODCCG occurs in 1 collocations
ARTCCG occurs in 1 collocations
OHAIRN occurs in 1 collocations
4O(H|D)A occurs in 1 collocations
OPOEDO8 occurs in 1 collocations
GTAR occurs in 2 collocations
OHARAR occurs in 5 collocations
DZCOE occurs in 6 collocations
TO2ORG occurs in 1 collocations
OEDC8 occurs in 1 collocations
4HZCG occurs in 3 collocations
GH(C|)TC(8|7) occurs in 1 collocations
TDZ8 occurs in 3 collocations
OSCCO occurs in 1 collocations
GHCCO8 occurs in 1 collocations
ODC2 occurs in 1 collocations
GHTOR occurs in 13 collocations
HC8TCO occurs in 1 collocations
4OEDAN occurs in 2 collocations
OETAR occurs in 1 collocations
TC8AR occurs in 25 collocations
4ODCOEO occurs in 1 collocations
TCAG occurs in 1 collocations
TCHZC8G occurs in 2 collocations
4ODTA2 occurs in 1 collocations
HSC8G occurs in 8 collocations
FTCOE occurs in 1 collocations
HZO8OAEG occurs in 1 collocations
SCCDCG occurs in 1 collocations
ODOE occurs in 47 collocations
TCAK occurs in 8 collocations
O(E|8)AEG occurs in 1 collocations
ESOE occurs in 1 collocations
HCC8AM occurs in 1 collocations
8AIRAR occurs in 2 collocations
GPAIR occurs in 2 collocations
OER occurs in 3 collocations
OHSAM occurs in 1 collocations
4O|)D(AM occurs in 1 collocations
OHZG occurs in 10 collocations
POECCOE occurs in 1 collocations
OPZAE occurs in 1 collocations
4ODAEOK occurs in 1 collocations
4OPTCAR occurs in 1 collocations
GDCCTG occurs in 3 collocations
O2 occurs in 13 collocations
SADZCG occurs in 1 collocations
GDA occurs in 1 collocations
DAE8G occurs in 5 collocations
ODZCCG occurs in 1 collocations
8AIRO8G occurs in 3 collocations
OHC8G occurs in 107 collocations
8DAR occurs in 1 collocations
4OHZOE occurs in 2 collocations
HZA occurs in 2 collocations
2DAM occurs in 4 collocations
TOEOR occurs in 3 collocations
OEDSC8G occurs in 1 collocations
OEHSO occurs in 1 collocations
8AIRIG occurs in 1 collocations
AEOE occurs in 10 collocations
HZGDCOK occurs in 1 collocations
OFZC8G occurs in 1 collocations
TCO(2|R) occurs in 1 collocations
TOEG occurs in 10 collocations
OTC8AR occurs in 1 collocations
4OPTC8AE occurs in 1 collocations
ETCCOE occurs in 1 collocations
TAN occurs in 13 collocations
PTCO8AE occurs in 1 collocations
)AIR( occurs in 1 collocations
TCC8(| occurs in 1 collocations
HOM occurs in 3 collocations
SCOEOE occurs in 1 collocations
OTOE occurs in 3 collocations
T(D|H)TG occurs in 1 collocations
4ODCCG occurs in 178 collocations
GDC(O|A)E occurs in 1 collocations
EO8AEG occurs in 1 collocations
GHO8A occurs in 1 collocations
SDZCOE occurs in 1 collocations
8TCO occurs in 7 collocations
TCPAR occurs in 2 collocations
4OHCO8AM occurs in 1 collocations
4ODC8C8G occurs in 1 collocations
TCODC8G occurs in 2 collocations
DC8AIR occurs in 1 collocations
TCCCO occurs in 1 collocations
2OET8 occurs in 1 collocations
TCCAE occurs in 2 collocations
OC8G occurs in 2 collocations
PS8AR occurs in 2 collocations
GTCCOG occurs in 1 collocations
ST(2|R) occurs in 1 collocations
OHOF occurs in 2 collocations
TER occurs in 1 collocations
ARAEOR occurs in 1 collocations
TAR(E|) occurs in 1 collocations
8TCO8AM occurs in 1 collocations
0AN occurs in 1 collocations
SOFZCG occurs in 1 collocations
HAR occurs in 36 collocations
OHAE8G occurs in 5 collocations
TDO8AE occurs in 1 collocations
DAM occurs in 98 collocations
8SO8AR occurs in 1 collocations
EPT8G occurs in 2 collocations
EDCC8 occurs in 2 collocations
ODCAE( occurs in 1 collocations
TG8AM occurs in 1 collocations
HA8AM occurs in 2 collocations
GHAK occurs in 13 collocations
HOROES28G occurs in 1 collocations
4ORTOE occurs in 1 collocations
ORTHZ8G occurs in 1 collocations
TCAM occurs in 4 collocations
FZCDT8G occurs in 1 collocations
GCG occurs in 1 collocations
8AESG occurs in 1 collocations
OE(O|A)K occurs in 1 collocations
TOPG occurs in 3 collocations
8ORAN occurs in 1 collocations
SO8A(IK|M) occurs in 1 collocations
8TO8G occurs in 2 collocations
OCCG occurs in 5 collocations
TOHZO8G occurs in 1 collocations
PZC8G occurs in 8 collocations
ERAM occurs in 5 collocations
)G occurs in 5 collocations
ORAR occurs in 10 collocations
(2|R)AIRAE occurs in 1 collocations
TCCO2 occurs in 5 collocations
8GK occurs in 1 collocations
S00 occurs in 1 collocations
OETC8GO occurs in 1 collocations
